no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,gender,天氣,place_id
652,2022/2/17 18:30,"0150deb7d0,0386",U7a89fa99cb80c8496590501db322b56c,四季肉圓專賣店,23.57334,119.57233,272348,49,0,風,ChIJzdsuPL5bbDQRIAxOSvwLpO0
660,2022/2/17 19:54,"0150deb7d0,0218",U7a89fa99cb80c8496590501db322b56c,滷底撈-澎湖店,23.56499,119.58107,272715,49,0,風,ChIJw0K1XelabDQRR05-D8tl7SM
1313,2022/2/26 16:36,"0150deb7d0,0044",U7a89fa99cb80c8496590501db322b56c,通樑古榕,23.65648794,119.5567078,301010,49,0,多雲晴,ChIJWUiERLBcbDQRrSn6m8brtMA
1325,2022/2/26 19:17,"0150deb7d0,0124",U7a89fa99cb80c8496590501db322b56c,峰鮮宴隱市食堂,23.56359,119.5808,301631,49,0,多雲晴,ChIJIXp_sKdbbDQRSCtuMHZGHJc
1396,2022/2/27 07:45,"0150deb7d0,0441",U7a89fa99cb80c8496590501db322b56c,本家食堂日式料理,23.57544,119.57445,302612,49,0,陰風 ,ChIJb2-h3-VabDQR4qu44KW2AtA
1429,2022/2/28 13:49,"0150deb7d0,0054",U7a89fa99cb80c8496590501db322b56c,北寮奎壁山,23.5969773,119.6713825,306483,49,0,晴多雲,ChIJhWgytnJEbDQR420Ap52ceMw
1439,2022/2/28 11:35,"0150deb7d0,0337",U7a89fa99cb80c8496590501db322b56c,金海集,23.56305,119.56706,306017,49,0,晴多雲,ChIJAe1sFI1abDQR84-U-PKWtU0
1459,2022/2/28 16:59,"0150deb7d0,0032",U7a89fa99cb80c8496590501db322b56c,澎湖伯伴手禮坊,23.57123973,119.5799884,307252,49,0,晴多雲,ChIJ_yD4I-habDQRDevywu3aax8
1478,2022/2/28 19:34,"0150deb7d0,0403",U7a89fa99cb80c8496590501db322b56c,恐龍炭烤饅頭,23.56671,119.56477,307990,49,0,晴多雲,ChIJca6AcixbbDQRAO4FYiTPnEQ
1480,2022/2/28 19:39,"0150deb7d0,0227",U7a89fa99cb80c8496590501db322b56c,小林包子饅頭店,23.5685,119.56895,308013,49,0,晴多雲,ChIJ65MD9e1abDQRgBYmeHF2G7o
204,2022/2/11 13:12,"0150deb7d0,0101",Ue27028025057a63c1353fc5b15c117a8,青灣餐廳,23.52903,119.55413,251966,56,0,陰風 ,ChIJ2UuZDvdRbDQRZ7k-2aB9jfU
323,2022/2/12 19:55,"0150deb7d0,0104",Ue27028025057a63c1353fc5b15c117a8,京典小吃部,23.56481,119.56895,256625,56,0,風,ChIJBzOOEY1abDQR0_gQ3nAEJ7U
358,2022/2/13 18:42,"0150deb7d0,0016",Ue27028025057a63c1353fc5b15c117a8,海島海產大賣場,23.56576883,119.5655136,259690,56,0,陰雨,ChIJBRjMKPNabDQRzIM5o7k1v9s
735,2022/2/18 20:08,"0150deb7d0,0072",U83a795c9bbe7e2600837384f0bc0f999,日香美食坊歡迎您～,23.57466,119.5768,276687,30,0,陰雨,ChIJTaiZN-ZabDQRsy1PWLxaE5I
741,2022/2/18 20:33,"0150deb7d0,0262",U83a795c9bbe7e2600837384f0bc0f999,登峰藝品行(登峰特產行),23.56505,119.56522,276812,30,0,陰雨,ChIJ0bCS0oxabDQR0EkKVFJ_O3Y
772,2022/2/19 16:23,"0150deb7d0,0291",U83a795c9bbe7e2600837384f0bc0f999,天津蔥抓餅,23.57431,119.5792,278775,30,0,風轉小雨,ChIJQzBnhYWpQjQR7Vr5CPt4quk
773,2022/2/19 16:24,"0150deb7d0,0299",U83a795c9bbe7e2600837384f0bc0f999,三多燒肉飯,23.57441,119.57805,278782,30,0,風轉小雨,ChIJ62gTADunQjQR7L96VnVUcfM
922,2022/2/20 19:57,"0150deb7d0,0038",U83a795c9bbe7e2600837384f0bc0f999,石滬廣場站,23.56312198,119.5648365,282363,30,0,風轉小雨,ChIJT6bv8YxabDQRDJJkLTdthb4
340,2022/2/13 11:51,"0150deb7d0,0412",U22810a86bf6c88e1580fc68bb22cc23c,四方早餐店,23.56619,119.58263,258141,43,1,陰雨,ChIJ881PIbpbbDQRI9Q3-9sqGWQ
425,2022/2/14 19:29,"0150deb7d0,0334",U22810a86bf6c88e1580fc68bb22cc23c,小熊與樹小熊燒馬公店,23.56762,119.58277,262967,43,1,陰風 ,ChIJIZeoF4tbbDQRArpaCIcKdRI
498,2022/2/15 16:41,"0150deb7d0,0150",U22810a86bf6c88e1580fc68bb22cc23c,好享吃小火鍋,23.56745,119.56641,265515,43,1,陰風 ,ChIJ20lg-PJabDQRDHiKMctfOv0
499,2022/2/15 16:42,"0150deb7d0,0258",U22810a86bf6c88e1580fc68bb22cc23c,曬食光餐飲店,23.56639,119.56396,265516,43,1,陰風 ,ChIJsV99QwQiaDQRQrUVAiWewe8
1145,2022/2/23 19:00,"0150deb7d0,0374",U22810a86bf6c88e1580fc68bb22cc23c,奶油蝴蝶烘焙坊,23.57647,119.57387,291847,43,1,中雨風,ChIJz83xzeVabDQROGKi9GXiiFQ
1154,2022/2/23 20:18,"0150deb7d0,0365",U22810a86bf6c88e1580fc68bb22cc23c,臭臉大叔?烤甜圈,23.56494,119.56494,292125,43,1,中雨風,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
1208,2022/2/24 17:14,"0150deb7d0,0196",U22810a86bf6c88e1580fc68bb22cc23c,馬路益燒肉飯,23.56596,119.56523,294370,43,1,風,ChIJNYUKJ8JabDQRiiRUWUOsJlM
1225,2022/2/24 19:56,"0150deb7d0,0262",U22810a86bf6c88e1580fc68bb22cc23c,登峰藝品行(登峰特產行),23.56505,119.56522,295077,43,1,風,ChIJ0bCS0oxabDQR0EkKVFJ_O3Y
1239,2022/2/25 13:56,"0150deb7d0,0027",U22810a86bf6c88e1580fc68bb22cc23c,五鮮上醬海產專賣,23.56580466,119.5654261,296879,43,1,陰風 ,ChIJQZrILfNabDQR9_o0RXV5yGo
3726,2022/3/7 12:27,"0150deb7d0,0062",U9d74e50af944020a75cdc3d1928eddee,小和食光輕食館,23.57465715,119.5734249,328042,54,1,陰風,ChIJY7G8zCNbbDQROK_EFcpcfPw
3777,2022/3/8 12:18,"0150deb7d0,0329",U9d74e50af944020a75cdc3d1928eddee,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,331199,54,1,風多雲,ChIJT0S2eeVdbDQRKwaZerDk1zI
3778,2022/3/8 12:19,"0150deb7d0,0335",U9d74e50af944020a75cdc3d1928eddee,外婆麵猴,23.57246,119.57467,331203,54,1,風多雲,ChIJs7M8K6VbbDQREYWW40BRIc4
3889,2022/3/9 08:39,"0150deb7d0,0338",U9d74e50af944020a75cdc3d1928eddee,曾記滿福堂擔仔麵,23.57406,119.57323,334189,54,1,晴多雲,ChIJZU7sJiRbbDQR6ns6US0hX7g
266,2022/2/11 09:25,"0150deb7d0,0311",U954f8e628b485f2c105b7e035639650b,澎湖 朝陽路肉圓,23.57339,119.57697,251207,79,1,陰風 ,ChIJb8JwguhabDQR7a0_au0jVCI
321,2022/2/12 19:51,"0150deb7d0,0150",U954f8e628b485f2c105b7e035639650b,好享吃小火鍋,23.56745,119.56641,256612,79,1,風,ChIJ20lg-PJabDQRDHiKMctfOv0
359,2022/2/13 18:47,"0150deb7d0,0091",U954f8e628b485f2c105b7e035639650b,玻玻飲食店,23.57971,119.57924,259714,79,1,陰雨,ChIJ2cqjfSojaDQRlUG4xWca40I
383,2022/2/13 09:57,"0150deb7d0,0397",U954f8e628b485f2c105b7e035639650b,夯小管燒x雞蛋糕,23.56476,119.58144,257883,79,1,陰雨,ChIJn0klwq9bbDQRcXvtev32KVg
1762,2022/2/7 13:34,"0150deb7d0,0207",U954f8e628b485f2c105b7e035639650b,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,240966,79,1,雨,ChIJq6oOY_JabDQRUL98WnR_cpM
1772,2022/2/7 11:09,"0150deb7d0,0299",U954f8e628b485f2c105b7e035639650b,三多燒肉飯,23.57441,119.57805,240572,79,1,雨,ChIJ62gTADunQjQR7L96VnVUcfM
1774,2022/2/7 11:12,"0150deb7d0,0384",U954f8e628b485f2c105b7e035639650b,葉子的店,23.57429,119.57824,240578,79,1,雨,ChIJY-fP1uNbbDQRoHrOePIL5aM
1838,2022/2/7 18:06,"0150deb7d0,0291",U954f8e628b485f2c105b7e035639650b,天津蔥抓餅,23.57431,119.5792,241805,79,1,雨,ChIJQzBnhYWpQjQR7Vr5CPt4quk
1875,2022/2/8 12:05,"0150deb7d0,0216",U954f8e628b485f2c105b7e035639650b,新巴適經典麻辣鍋,23.57179,119.57882,243732,79,1,風,ChIJsf69pgNbbDQR0dEMFKxMPxY
1887,2022/2/8 14:55,"0150deb7d0,0412",U954f8e628b485f2c105b7e035639650b,四方早餐店,23.56619,119.58263,244392,79,1,風,ChIJ881PIbpbbDQRI9Q3-9sqGWQ
1958,2022/2/9 11:32,"0150deb7d0,0360",U954f8e628b485f2c105b7e035639650b,芳遠水果行,23.56751,119.56721,246260,79,1,風,ChIJMxmhX_JabDQRHmV3SOE_wrs
1975,2022/2/9 14:32,"0150deb7d0,0236",U954f8e628b485f2c105b7e035639650b,菊楓食堂日式料理,23.57538,119.58058,246664,79,1,風,ChIJ2_jZgd1abDQRFayuSHiw_Nc
2018,2022/2/9 09:01,"0150deb7d0,0040",U954f8e628b485f2c105b7e035639650b,自由塔,23.56993769,119.5713121,246030,79,1,風,ChIJlzQ-Y-5abDQResCI8cBJOb8
2024,2022/2/9 09:12,"0150deb7d0,0050",U954f8e628b485f2c105b7e035639650b,澎湖海洋地質公園中心,23.56633846,119.5787976,246049,79,1,風,ChIJAUljgLlbbDQRwuvTXGBzHnE
4782,2022/4/3 16:00,"0150deb7d0,0289",U954f8e628b485f2c105b7e035639650b,抓包．馬公分店,23.5729,119.57694,411444,79,1,陰風,ChIJeWevhehabDQR_4UAdSxyyPY
4839,2022/4/4 15:30,"0150deb7d0,0401",U954f8e628b485f2c105b7e035639650b,駱哥港式點心,23.56584,119.56856,413841,79,1,風,ChIJswnQYe1abDQRm0FvaJaVxp4
4883,2022/4/5 12:29,"0150deb7d0,0255",U954f8e628b485f2c105b7e035639650b,巴適麻辣鍋,23.57185,119.58141,415951,79,1,陰多雲,ChIJI8R1IGc3aDQRNUAparOfbhw
388,2022/2/14 11:24,"0150deb7d0,0177",U1e7bdecb0fa61d04490ebac3ffaa905e,夏天茶飲,23.57184,119.57075,261262,49,0,陰風 ,ChIJN9-vTe5abDQRt5TDf4_F5kU
451,2022/2/15 13:50,"0150deb7d0,0336",U1e7bdecb0fa61d04490ebac3ffaa905e,品川元麻辣串串,23.56319,119.59046,264919,49,0,陰風 ,ChIJi_fZp1BbbDQRecqDI2NU4Yw
453,2022/2/15 13:53,"0150deb7d0,0372",U1e7bdecb0fa61d04490ebac3ffaa905e,ㄇㄇ的臭豆腐,23.55258,119.61097,264941,49,0,陰風 ,ChIJo0lSOWlFbDQRJlTgv1wB8Uw
456,2022/2/15 10:31,"0150deb7d0,0040",U1e7bdecb0fa61d04490ebac3ffaa905e,自由塔,23.56993769,119.5713121,264327,49,0,陰風 ,ChIJlzQ-Y-5abDQResCI8cBJOb8
515,2022/2/15 19:03,"0150deb7d0,0384",U1e7bdecb0fa61d04490ebac3ffaa905e,葉子的店,23.57429,119.57824,265938,49,0,陰風 ,ChIJY-fP1uNbbDQRoHrOePIL5aM
549,2022/2/16 22:30,"0150deb7d0,0246",U1e7bdecb0fa61d04490ebac3ffaa905e,達咖啡,23.56737,119.56745,269798,49,0,陰風 ,ChIJxXNvKt8faDQR1_7hbiLo9s0
550,2022/2/16 22:31,"0150deb7d0,0160",U1e7bdecb0fa61d04490ebac3ffaa905e,海玩子雞蛋糕,23.56997,119.56894,269799,49,0,陰風 ,ChIJfRyEck1bbDQRW1v231YeUP8
575,2022/2/16 14:12,"0150deb7d0,0371",U1e7bdecb0fa61d04490ebac3ffaa905e,阿鳳牛肉河粉,23.57142,119.57239,267953,49,0,陰風 ,ChIJjb-f_e5abDQRjlx7oCHlPoM
614,2022/2/16 21:26,"0150deb7d0,0227",U1e7bdecb0fa61d04490ebac3ffaa905e,小林包子饅頭店,23.5685,119.56895,269647,49,0,陰風 ,ChIJ65MD9e1abDQRgBYmeHF2G7o
615,2022/2/16 21:31,"0150deb7d0,0239",U1e7bdecb0fa61d04490ebac3ffaa905e,陰陽堂,23.56428,119.56422,269658,49,0,陰風 ,ChIJAQAArItabDQRg-WVwOJjuuw
3234,2022/3/27 20:11,"0150deb7d0,0038",U693d1863fb9246c18b3c343431fbad42,石滬廣場站,23.56312198,119.5648365,391797,69,0,陰雨,ChIJT6bv8YxabDQRDJJkLTdthb4
3262,2022/3/28 16:46,"0150deb7d0,0336",U693d1863fb9246c18b3c343431fbad42,品川元麻辣串串,23.56319,119.59046,393793,69,0,雨,ChIJi_fZp1BbbDQRecqDI2NU4Yw
3269,2022/3/28 17:58,"0150deb7d0,0221",U693d1863fb9246c18b3c343431fbad42,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,394015,69,0,雨,ChIJ50sFewZbbDQRW0anIIkS-YM
3333,2022/3/29 18:56,"0150deb7d0,0074",U693d1863fb9246c18b3c343431fbad42,媽宮海產行到了！,23.56491,119.56533,396982,69,0,陰風,ChIJpVXXBaBbbDQR9NbO3ifqXR8
1476,2022/2/28 19:12,"0150deb7d0,0094",Ue4806806e39f97a855428e298d457dd0,菲菲檸檬,23.57352,119.57246,307895,40,0,晴多雲,ChIJOe5VcvJabDQRFDYDZcsFtZk
2052,2022/3/1 12:22,"0150deb7d0,0179",Ue4806806e39f97a855428e298d457dd0,祥馨鮮鮮果舖,23.57336,119.57256,309652,40,0,多雲陰,ChIJ00QLKRJbbDQRwD2GYkNXlMI
2059,2022/3/1 12:38,"0150deb7d0,0298",Ue4806806e39f97a855428e298d457dd0,小蘑菇義大利麵,23.56716,119.56465,309725,40,0,多雲陰,ChIJtfUdXa4faDQRNPDrzKHbw7A
2061,2022/3/1 12:48,"0150deb7d0,0437",Ue4806806e39f97a855428e298d457dd0,台灣大餅早午餐,23.56718,119.56441,309770,40,0,多雲陰,ChIJrzw1bfNabDQRaNyaJCa6tGA
2107,2022/3/1 18:53,"0150deb7d0,0236",Ue4806806e39f97a855428e298d457dd0,菊楓食堂日式料理,23.57538,119.58058,311168,40,0,多雲陰,ChIJ2_jZgd1abDQRFayuSHiw_Nc
2786,2022/3/2 22:40,"0150deb7d0,0218",Ue4806806e39f97a855428e298d457dd0,滷底撈-澎湖店,23.56499,119.58107,315019,40,0,風,ChIJw0K1XelabDQRR05-D8tl7SM
1559,2022/2/4 22:43,"0150deb7d0,0144",Uc6b4e7313c173c3dea880730c6be0fbe,小小間,23.57003,119.56901,235179,76,0,風,ChIJfaHxGu5abDQR_LWiiTnY7QE
1562,2022/2/4 22:53,"0150deb7d0,0436",Uc6b4e7313c173c3dea880730c6be0fbe,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,235191,76,0,風,ChIJ-bbZLLZbbDQR9MENVN1zp3U
1661,2022/2/5 18:23,"0150deb7d0,0266",Uc6b4e7313c173c3dea880730c6be0fbe,外垵福氣刈包,23.56469,119.47946,236876,76,0,陰風 ,ChIJubLqyOBZbDQR3lTEi3Sv1VM
1737,2022/2/6 19:08,"0150deb7d0,0305",Uc6b4e7313c173c3dea880730c6be0fbe,桃太郎日式料理,23.56613,119.56468,239586,76,0,風,ChIJv9NX1XU9aTQRIvMYrBHdhc0
3032,2022/3/23 11:06,"0150deb7d0,0222",U05acef925dad7cbfa0cca1762f4aa64d,O le pain 喔！麵包,23.57111,119.57982,377469,80,0,小雨風,ChIJF9RFJOhabDQRx8CemXDka7U
3087,2022/3/24 15:54,"0150deb7d0,0008",U05acef925dad7cbfa0cca1762f4aa64d,典醬家,23.56933086,119.5898642,381336,80,0,小雨陰,ChIJ3TEhVKxbbDQRsyo0iIjtvL0
3108,2022/3/25 13:52,"0150deb7d0,0337",U05acef925dad7cbfa0cca1762f4aa64d,金海集,23.56305,119.56706,384170,80,0,陰,ChIJAe1sFI1abDQR84-U-PKWtU0
3109,2022/3/25 13:57,"0150deb7d0,0207",U05acef925dad7cbfa0cca1762f4aa64d,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,384214,80,0,陰,ChIJq6oOY_JabDQRUL98WnR_cpM
4275,2022/4/17 18:40,"0150deb7d0,0196",Ub8435fdcfc2b3bd95ca3ceeb76822229,馬路益燒肉飯,23.56596,119.56523,450999,24,1,風,ChIJNYUKJ8JabDQRiiRUWUOsJlM
4281,2022/4/17 20:21,"0150deb7d0,0438",Ub8435fdcfc2b3bd95ca3ceeb76822229,愛家好朋友素食屋,23.57727,119.57231,451287,24,1,風,ChIJgQ9hUuRabDQRj5lwxDjyAvA
4298,2022/4/18 00:29,"0150deb7d0,0305",Ub8435fdcfc2b3bd95ca3ceeb76822229,桃太郎日式料理,23.56613,119.56468,451784,24,1,陰風,ChIJv9NX1XU9aTQRIvMYrBHdhc0
4350,2022/4/19 10:07,"0150deb7d0,0291",Ub8435fdcfc2b3bd95ca3ceeb76822229,天津蔥抓餅,23.57431,119.5792,455383,24,1,雨風,ChIJQzBnhYWpQjQR7Vr5CPt4quk
4390,2022/4/19 09:31,"0150deb7d0,0336",Ub8435fdcfc2b3bd95ca3ceeb76822229,品川元麻辣串串,23.56319,119.59046,455333,24,1,雨風,ChIJi_fZp1BbbDQRecqDI2NU4Yw
4081,2022/4/12 20:31,"0150deb7d0,0401",U2a61f0c04f909838b1b52cce31614069,駱哥港式點心,23.56584,119.56856,437626,17,0,晴,ChIJswnQYe1abDQRm0FvaJaVxp4
4097,2022/4/13 12:34,"0150deb7d0,0369",U2a61f0c04f909838b1b52cce31614069,吹蚵仔的海鮮小吃,23.56414,119.56783,438972,17,0,晴,ChIJsQOMTo1abDQRlqx3YWIRqn4
4160,2022/4/14 21:20,"0150deb7d0,0338",U2a61f0c04f909838b1b52cce31614069,曾記滿福堂擔仔麵,23.57406,119.57323,443811,17,0,雨風,ChIJZU7sJiRbbDQR6ns6US0hX7g
4332,2022/4/18 19:45,"0150deb7d0,0207",U2a61f0c04f909838b1b52cce31614069,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,454244,17,0,陰風,ChIJq6oOY_JabDQRUL98WnR_cpM
4333,2022/4/18 19:46,"0150deb7d0,0160",U2a61f0c04f909838b1b52cce31614069,海玩子雞蛋糕,23.56997,119.56894,454257,17,0,陰風,ChIJfRyEck1bbDQRW1v231YeUP8
4389,2022/4/19 21:12,"0150deb7d0,0231",U2a61f0c04f909838b1b52cce31614069,青泉豆花,23.57472,119.57821,457139,17,0,雨風,ChIJiV8LuehabDQR6KKBeFWg0As
4444,2022/4/20 12:59,"0150deb7d0,0442",U2a61f0c04f909838b1b52cce31614069,佶肯美式漢堡炸雞,23.56354,119.56659,458365,17,0,陰多雲,ChIJ2cPHGUpbbDQRVpSpFauCZVk
2886,2022/3/20 18:56,"0150deb7d0,0236",U10cb380dbad41364c47ba3e6d4f1d4ee,菊楓食堂日式料理,23.57538,119.58058,370087,73,0,陰雨,ChIJ2_jZgd1abDQRFayuSHiw_Nc
2894,2022/3/20 07:58,"0150deb7d0,0157",U10cb380dbad41364c47ba3e6d4f1d4ee,鮮食堂海鮮蒸鍋,23.56566,119.56462,368286,73,0,陰雨,ChIJibnwNvNabDQR9kbvornvaEg
2895,2022/3/20 08:00,"0150deb7d0,0305",U10cb380dbad41364c47ba3e6d4f1d4ee,桃太郎日式料理,23.56613,119.56468,368293,73,0,陰雨,ChIJv9NX1XU9aTQRIvMYrBHdhc0
2902,2022/3/20 21:36,"0150deb7d0,0024",U10cb380dbad41364c47ba3e6d4f1d4ee,澎漁宴餐廳,23.56625705,119.5690162,370510,73,0,陰雨,ChIJV0nO1f1bbDQRoPL9XWhn6vU
2927,2022/3/21 17:19,"0150deb7d0,0160",U10cb380dbad41364c47ba3e6d4f1d4ee,海玩子雞蛋糕,23.56997,119.56894,372291,73,0,陰,ChIJfRyEck1bbDQRW1v231YeUP8
2929,2022/3/21 17:21,"0150deb7d0,0338",U10cb380dbad41364c47ba3e6d4f1d4ee,曾記滿福堂擔仔麵,23.57406,119.57323,372298,73,0,陰,ChIJZU7sJiRbbDQR6ns6US0hX7g
2930,2022/3/21 17:24,"0150deb7d0,0134",U10cb380dbad41364c47ba3e6d4f1d4ee,呷飽飽燒烤屋,23.57558,119.58025,372306,73,0,陰,ChIJRzYoJ_1bbDQR9Mc83QLsd98
2942,2022/3/21 19:21,"0150deb7d0,0093",U10cb380dbad41364c47ba3e6d4f1d4ee,許媽媽小吃館,23.56888,119.56856,372834,73,0,陰,ChIJS_WdDvJabDQRs6gYjJqno2I
2961,2022/3/22 10:01,"0150deb7d0,0291",U10cb380dbad41364c47ba3e6d4f1d4ee,天津蔥抓餅,23.57431,119.5792,374131,73,0,陰雨,ChIJQzBnhYWpQjQR7Vr5CPt4quk
4165,2022/4/15 22:00,"0150deb7d0,0150",Ucdfa0f2c4d63746185972bd203584c33,好享吃小火鍋,23.56745,119.56641,446789,43,1,風,ChIJ20lg-PJabDQRDHiKMctfOv0
4200,2022/4/15 20:49,"0150deb7d0,0016",Ucdfa0f2c4d63746185972bd203584c33,海島海產大賣場,23.56576883,119.5655136,446559,43,1,風,ChIJBRjMKPNabDQRzIM5o7k1v9s
4205,2022/4/15 21:21,"0150deb7d0,0202",Ucdfa0f2c4d63746185972bd203584c33,原豆工坊咖啡專賣店,23.56409,119.56508,446675,43,1,風,ChIJzV38LvNabDQRGh1qBJwaVC0
4241,2022/4/16 19:47,"0150deb7d0,0401",Ucdfa0f2c4d63746185972bd203584c33,駱哥港式點心,23.56584,119.56856,448853,43,1,風,ChIJswnQYe1abDQRm0FvaJaVxp4
4250,2022/4/16 09:37,"0150deb7d0,0216",Ucdfa0f2c4d63746185972bd203584c33,新巴適經典麻辣鍋,23.57179,119.57882,447230,43,1,風,ChIJsf69pgNbbDQR0dEMFKxMPxY
4283,2022/4/17 09:51,"0150deb7d0,0074",Ucdfa0f2c4d63746185972bd203584c33,媽宮海產行到了！,23.56491,119.56533,449630,43,1,風,ChIJpVXXBaBbbDQR9NbO3ifqXR8
909,2022/2/20 17:48,"0150deb7d0,0442",U181657e7c3044a6c151f5554c2de1613,佶肯美式漢堡炸雞,23.56354,119.56659,282024,77,1,風轉小雨,ChIJ2cPHGUpbbDQRVpSpFauCZVk
965,2022/2/21 17:08,"0150deb7d0,0072",U181657e7c3044a6c151f5554c2de1613,日香美食坊歡迎您～,23.57466,119.5768,284763,77,1,雨,ChIJTaiZN-ZabDQRsy1PWLxaE5I
1041,2022/2/22 15:50,"0150deb7d0,0166",U181657e7c3044a6c151f5554c2de1613,海森海聲,23.56493,119.56501,287814,77,1,雨,ChIJPaTOMhpbbDQRGUk851N2btk
1042,2022/2/22 15:52,"0150deb7d0,0365",U181657e7c3044a6c151f5554c2de1613,臭臉大叔?烤甜圈,23.56494,119.56494,287832,77,1,雨,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
2217,2022/3/11 00:00,"0150deb7d0,0395",U181657e7c3044a6c151f5554c2de1613,大口香雞排,23.56719,119.56471,340517,77,1,晴,ChIJq6qqqueFbjQRH-YHnzcEI0Q
2294,2022/3/12 16:46,"0150deb7d0,0103",U181657e7c3044a6c151f5554c2de1613,聚鮮食堂,23.5645,119.56516,345648,77,1,晴,ChIJDzQp2CNbbDQRUpc_F9gG7ww
2295,2022/3/12 16:49,"0150deb7d0,0064",U181657e7c3044a6c151f5554c2de1613,我們是望安CAFE,23.56506,119.56816,345663,77,1,晴,ChIJdV-6r_JabDQRbZXMkPfruRU
2359,2022/3/13 18:54,"0150deb7d0,0024",U181657e7c3044a6c151f5554c2de1613,澎漁宴餐廳,23.56625705,119.5690162,348878,77,1,晴,ChIJV0nO1f1bbDQRoPL9XWhn6vU
2360,2022/3/13 18:54,"0150deb7d0,0401",U181657e7c3044a6c151f5554c2de1613,駱哥港式點心,23.56584,119.56856,348879,77,1,晴,ChIJswnQYe1abDQRm0FvaJaVxp4
2856,2022/3/20 13:07,"0150deb7d0,0157",Ua08140440fb458d2532cb6381df1e7e5,鮮食堂海鮮蒸鍋,23.56566,119.56462,368841,16,0,陰雨,ChIJibnwNvNabDQR9kbvornvaEg
2858,2022/3/20 13:15,"0150deb7d0,0169",Ua08140440fb458d2532cb6381df1e7e5,懶人披薩雞排,23.56375,119.5644,368864,16,0,陰雨,ChIJm1WMpoADbjQRsSboBeeKe4s
2906,2022/3/21 22:03,"0150deb7d0,0144",Ua08140440fb458d2532cb6381df1e7e5,小小間,23.57003,119.56901,373312,16,0,陰,ChIJfaHxGu5abDQR_LWiiTnY7QE
2949,2022/3/21 08:43,"0150deb7d0,0324",Ua08140440fb458d2532cb6381df1e7e5,榕徽嬤?吃吃喝喝,23.56909,119.59924,370805,16,0,陰,ChIJE4pb6z5bbDQR5G6BkO2_eSE
2971,2022/3/22 00:09,"0150deb7d0,0258",Ua08140440fb458d2532cb6381df1e7e5,曬食光餐飲店,23.56639,119.56396,373531,16,0,陰雨,ChIJsV99QwQiaDQRQrUVAiWewe8
2213,2022/3/11 11:18,"0150deb7d0,0336",U8793a2bb7e42885c2e17c4682d981151,品川元麻辣串串,23.56319,119.59046,341291,24,1,晴,ChIJi_fZp1BbbDQRecqDI2NU4Yw
2235,2022/3/11 15:48,"0150deb7d0,0264",U8793a2bb7e42885c2e17c4682d981151,阿姨仙人掌冰,23.65683,119.55745,342292,24,1,晴,ChIJXwXdi_VcbDQRXhyWMJzBcXg
2297,2022/3/12 17:10,"0150deb7d0,0238",U8793a2bb7e42885c2e17c4682d981151,澎湖水仙宮,23.56385,119.56416,345732,24,1,晴,ChIJw4GYlIxabDQRflOX6CeyjrA
2351,2022/3/13 17:16,"0150deb7d0,0210",U8793a2bb7e42885c2e17c4682d981151,蔬脆蛋餅,23.56632,119.56511,348556,24,1,晴,ChIJm-8sPfNabDQR3Gp44W0AwU4
2905,2022/3/21 13:42,"0150deb7d0,0001",U8793a2bb7e42885c2e17c4682d981151,篤行十村,23.56385,119.56094,371532,24,1,陰,ChIJb5mgoItabDQRD_06Ch4YNZk
2919,2022/3/21 15:19,"0150deb7d0,0067",U8793a2bb7e42885c2e17c4682d981151,海貝創意工作室,23.56451,119.56438,371895,24,1,陰,ChIJ_cFBzYxabDQRFqF_TcoKWY8
3000,2022/3/22 18:38,"0150deb7d0,0338",U8793a2bb7e42885c2e17c4682d981151,曾記滿福堂擔仔麵,23.57406,119.57323,376056,24,1,陰雨,ChIJZU7sJiRbbDQR6ns6US0hX7g
3058,2022/3/23 06:53,"0150deb7d0,0227",U8793a2bb7e42885c2e17c4682d981151,小林包子饅頭店,23.5685,119.56895,377071,24,1,小雨風,ChIJ65MD9e1abDQRgBYmeHF2G7o
3235,2022/3/27 20:15,"0150deb7d0,0014",U8793a2bb7e42885c2e17c4682d981151,六六八餐廳,23.57152446,119.5676683,391809,24,1,陰雨,ChIJhaeIFPJabDQRaJq91AYu2a0
3242,2022/3/28 13:10,"0150deb7d0,0150",U8793a2bb7e42885c2e17c4682d981151,好享吃小火鍋,23.56745,119.56641,393200,24,1,雨,ChIJ20lg-PJabDQRDHiKMctfOv0
3315,2022/3/29 17:57,"0150deb7d0,0262",U8793a2bb7e42885c2e17c4682d981151,登峰藝品行(登峰特產行),23.56505,119.56522,396785,24,1,陰風,ChIJ0bCS0oxabDQR0EkKVFJ_O3Y
3542,2022/3/4 23:21,"0150deb7d0,0442",U8793a2bb7e42885c2e17c4682d981151,佶肯美式漢堡炸雞,23.56354,119.56659,321468,24,1,晴,ChIJ2cPHGUpbbDQRVpSpFauCZVk
