Timestamp,Identity,Gender,Fort San Domingo,Tamsui Old Street,Tamshui Gold Seashore,Hobe Fort,Fisherman's Wharf,Shalun Beach
2025/11/25 13:34,Student,Male,7,8,8,7,8,8
2025/11/25 13:36,Student,Male,7,8,8,7,8,8
2025/11/25 13:37,Student,Male,7,8,8,7,8,8
2025/11/25 13:37,Student,Male,7,8,8,7,8,8
2025/11/25 13:47,Student,Male,7,8,8,7,8,8
2025/11/25 13:48,Student,Male,7,8,8,7,8,8
2025/11/25 13:48,Student,Male,7,8,8,7,8,8
2025/11/25 13:49,Student,Female,6,8,8,6,9,8
2025/11/25 13:54,Student,Male,7,8,8,7,8,8
2025/11/25 14:00,Student,Male,7,8,8,7,8,8
2025/11/25 14:20,Student,Male,7,8,8,7,8,8
2025/11/25 14:23,Student,Female,6,8,8,6,9,8
2025/11/25 14:25,Student,Male,7,8,8,7,8,8
2025/11/25 14:38,Student,Male,7,8,8,7,8,8
2025/11/25 14:51,Student,Male,7,8,8,7,8,8
2025/11/25 15:03,Student,Male,7,8,8,7,8,8
2025/11/25 15:13,Student,Male,7,8,8,7,8,8
2025/11/25 15:15,Student,Male,7,8,8,7,8,8
2025/11/25 15:18,Student,Male,7,8,8,7,8,8
2025/11/25 15:18,Student,Other,4,6,6,8,8,4
2025/11/25 15:24,Student,Male,7,8,8,7,8,8
2025/11/25 15:25,Student,Female,6,8,8,6,9,8
2025/11/25 15:28,Student,Male,7,8,8,7,8,8
2025/11/25 15:36,Student,Male,7,8,8,7,8,8
2025/11/25 15:37,Student,Male,7,8,8,7,8,8
2025/11/25 15:55,Student,Male,7,8,8,7,8,8
2025/11/25 16:03,Student,Male,7,8,8,7,8,8
2025/11/25 16:05,Student,Female,6,8,8,6,9,8
2025/11/25 16:12,Student,Female,6,8,8,6,9,8
2025/11/25 16:13,Student,Female,6,8,8,6,9,8
2025/11/25 16:18,Student,Female,6,8,8,6,9,8
2025/11/25 16:19,Non-Student,Female,7,8,9,6,9,7
2025/11/25 16:20,Student,Male,7,8,8,7,8,8
2025/11/25 16:22,Student,Female,6,8,8,6,9,8
2025/11/25 16:26,Student,Female,6,8,8,6,9,8
2025/11/25 16:28,Student,Male,7,8,8,7,8,8
2025/11/25 16:34,Student,Male,7,8,8,7,8,8
2025/11/25 16:39,Student,Male,7,8,8,7,8,8
2025/11/25 16:40,Student,Male,7,8,8,7,8,8
2025/11/25 16:53,Student,Female,6,8,8,6,9,8
2025/11/25 17:00,Student,Male,7,8,8,7,8,8
2025/11/25 17:46,Student,Male,7,8,8,7,8,8
2025/11/25 18:05,Student,Female,6,8,8,6,9,8
2025/11/25 18:07,Student,Male,7,8,8,7,8,8
2025/11/25 18:17,Student,Male,7,8,8,7,8,8
2025/11/25 18:23,Student,Male,7,8,8,7,8,8
2025/11/25 18:27,Student,Male,7,8,8,7,8,8
2025/11/25 18:31,Student,Male,7,8,8,7,8,8
2025/11/25 18:45,Student,Female,6,8,8,6,9,8
2025/11/25 18:48,Student,Male,7,8,8,7,8,8
2025/11/25 18:56,Student,Female,6,8,8,6,9,8
2025/11/25 19:08,Student,Male,7,8,8,7,8,8
2025/11/25 19:08,Student,Male,7,8,8,7,8,8
2025/11/25 19:09,Student,Male,7,8,8,7,8,8
2025/11/25 19:11,Student,Female,6,8,8,6,9,8
2025/11/25 19:21,Student,Female,6,8,8,6,9,8
2025/11/25 19:29,Student,Male,7,8,8,7,8,8
2025/11/25 19:31,Student,Male,7,8,8,7,8,8
2025/11/25 19:31,Non-Student,Female,7,8,9,6,9,7
2025/11/25 19:37,Student,Female,6,8,8,6,9,8
2025/11/25 19:46,Student,Male,7,8,8,7,8,8
2025/11/25 19:46,Student,Male,7,8,8,7,8,8
2025/11/25 19:48,Student,Male,7,8,8,7,8,8
2025/11/25 19:55,Student,Female,6,8,8,6,9,8
2025/11/25 20:08,Student,Male,7,8,8,7,8,8
2025/11/25 20:16,Student,Male,7,8,8,7,8,8
2025/11/25 20:19,Student,Male,7,8,8,7,8,8
2025/11/25 20:32,Student,Male,7,8,8,7,8,8
2025/11/25 20:34,Student,Male,7,8,8,7,8,8
2025/11/25 20:34,Student,Male,7,8,8,7,8,8
2025/11/25 20:35,Student,Male,7,8,8,7,8,8
2025/11/25 20:41,Student,Male,7,8,8,7,8,8
2025/11/25 20:45,Student,Male,7,8,8,7,8,8
2025/11/25 20:47,Non-Student,Female,7,8,9,6,9,7
2025/11/25 20:58,Student,Male,7,8,8,7,8,8
2025/11/25 20:58,Student,Male,7,8,8,7,8,8
2025/11/25 21:03,Student,Female,6,8,8,6,9,8
2025/11/25 21:07,Student,Male,7,8,8,7,8,8
2025/11/25 21:09,Student,Male,7,8,8,7,8,8
2025/11/25 21:09,Student,Male,7,8,8,7,8,8
2025/11/25 21:09,Student,Male,7,8,8,7,8,8
2025/11/25 21:33,Student,Female,6,8,8,6,9,8
2025/11/25 21:40,Student,Male,7,8,8,7,8,8
2025/11/25 21:41,Student,Male,7,8,8,7,8,8
2025/11/25 21:45,Student,Male,7,8,8,7,8,8
2025/11/25 21:46,Student,Male,7,8,8,7,8,8
2025/11/25 21:49,Student,Male,7,8,8,7,8,8
2025/11/25 21:57,Student,Male,7,8,8,7,8,8
2025/11/25 22:01,Student,Male,7,8,8,7,8,8
2025/11/25 22:04,Student,Male,7,8,8,7,8,8
2025/11/25 22:06,Student,Female,6,8,8,6,9,8
2025/11/25 22:24,Student,Male,7,8,8,7,8,8
2025/11/25 22:28,Student,Male,7,8,8,7,8,8
2025/11/25 22:49,Non-Student,Female,7,8,9,6,9,7
2025/11/25 22:50,Student,Male,7,8,8,7,8,8
2025/11/25 22:50,Student,Male,7,8,8,7,8,8
2025/11/25 23:00,Student,Male,7,8,8,7,8,8
2025/11/25 23:01,Student,Male,7,8,8,7,8,8
2025/11/25 23:07,Student,Male,7,8,8,7,8,8
2025/11/25 23:26,Non-Student,Female,7,8,9,6,9,7
2025/11/25 23:31,Student,Male,7,8,8,7,8,8
2025/11/25 23:31,Student,Male,7,8,8,7,8,8
2025/11/25 23:40,Student,Male,7,8,8,7,8,8
2025/11/25 23:42,Student,Male,7,8,8,7,8,8
2025/11/25 23:52,Student,Male,7,8,8,7,8,8
2025/11/25 23:54,Student,Female,6,8,8,6,9,8
2025/11/26 00:05,Student,Male,7,8,8,7,8,8
2025/11/26 00:16,Student,Male,7,8,8,7,8,8
2025/11/26 00:25,Student,Female,6,8,8,6,9,8
2025/11/26 00:35,Student,Male,7,8,8,7,8,8
2025/11/26 00:47,Student,Female,6,8,8,6,9,8
2025/11/26 00:56,Student,Male,7,8,8,7,8,8
2025/11/26 01:00,Student,Male,7,8,8,7,8,8
2025/11/26 01:05,Student,Female,6,8,8,6,9,8
2025/11/26 01:21,Student,Male,7,8,8,7,8,8
2025/11/26 01:27,Student,Male,7,8,8,7,8,8
2025/11/26 01:32,Student,Female,6,8,8,6,9,8
2025/11/26 01:38,Non-Student,Female,7,8,9,6,9,7
2025/11/26 01:45,Student,Female,6,8,8,6,9,8
2025/11/26 01:55,Student,Male,7,8,8,7,8,8
2025/11/26 01:56,Student,Male,7,8,8,7,8,8
2025/11/26 02:03,Student,Male,7,8,8,7,8,8
2025/11/26 02:09,Student,Male,7,8,8,7,8,8
2025/11/26 02:09,Student,Female,6,8,8,6,9,8
2025/11/26 02:11,Student,Male,7,8,8,7,8,8
2025/11/26 02:13,Student,Female,6,8,8,6,9,8
2025/11/26 02:20,Student,Male,7,8,8,7,8,8
2025/11/26 02:23,Student,Male,7,8,8,7,8,8
2025/11/26 02:39,Student,Male,7,8,8,7,8,8
2025/11/26 02:39,Student,Female,6,8,8,6,9,8
2025/11/26 02:48,Student,Female,6,8,8,6,9,8
2025/11/26 02:57,Student,Male,7,8,8,7,8,8
2025/11/26 02:58,Student,Male,7,8,8,7,8,8
2025/11/26 03:27,Student,Male,7,8,8,7,8,8
2025/11/26 03:33,Student,Male,7,8,8,7,8,8
2025/11/26 03:40,Student,Female,6,8,8,6,9,8
2025/11/26 03:45,Student,Female,6,8,8,6,9,8
2025/11/26 03:52,Student,Male,7,8,8,7,8,8
2025/11/26 03:57,Student,Female,6,8,8,6,9,8
2025/11/26 04:00,Student,Male,7,8,8,7,8,8
2025/11/26 04:03,Student,Male,7,8,8,7,8,8
2025/11/26 04:04,Student,Male,7,8,8,7,8,8
2025/11/26 04:35,Student,Female,6,8,8,6,9,8
2025/11/26 04:36,Student,Male,7,8,8,7,8,8
2025/11/26 04:38,Student,Male,7,8,8,7,8,8
2025/11/26 04:40,Student,Male,7,8,8,7,8,8
2025/11/26 04:43,Student,Male,7,8,8,7,8,8
2025/11/26 04:47,Student,Male,7,8,8,7,8,8
2025/11/26 04:52,Student,Male,7,8,8,7,8,8
2025/11/26 05:02,Student,Female,6,8,8,6,9,8
2025/11/26 05:04,Student,Male,7,8,8,7,8,8
2025/11/26 05:05,Student,Male,7,8,8,7,8,8
2025/11/26 05:06,Student,Male,7,8,8,7,8,8
2025/11/26 05:18,Student,Male,7,8,8,7,8,8
2025/11/26 05:20,Student,Female,6,8,8,6,9,8
2025/11/26 05:21,Student,Male,7,8,8,7,8,8
2025/11/26 05:49,Student,Female,6,8,8,6,9,8
2025/11/26 05:52,Student,Male,7,8,8,7,8,8
2025/11/26 06:06,Student,Female,6,8,8,6,9,8
2025/11/26 06:16,Student,Male,7,8,8,7,8,8
2025/11/26 06:24,Student,Male,7,8,8,7,8,8
2025/11/26 06:29,Student,Male,7,8,8,7,8,8
2025/11/26 06:33,Student,Male,7,8,8,7,8,8
2025/11/26 06:35,Student,Male,7,8,8,7,8,8
2025/11/26 06:41,Student,Male,7,8,8,7,8,8
2025/11/26 06:52,Student,Male,7,8,8,7,8,8
2025/11/26 06:54,Student,Female,6,8,8,6,9,8
2025/11/26 06:57,Student,Female,6,8,8,6,9,8
2025/11/26 07:03,Student,Female,6,8,8,6,9,8
2025/11/26 07:04,Student,Male,7,8,8,7,8,8
2025/11/26 07:09,Student,Female,6,8,8,6,9,8
2025/11/26 07:24,Student,Other,4,6,6,8,8,4
2025/11/26 07:31,Student,Male,7,8,8,7,8,8
2025/11/26 07:32,Student,Male,7,8,8,7,8,8
2025/11/26 07:36,Student,Female,6,8,8,6,9,8
2025/11/26 07:39,Student,Female,6,8,8,6,9,8
2025/11/26 07:42,Student,Male,7,8,8,7,8,8
2025/11/26 07:51,Student,Male,7,8,8,7,8,8
2025/11/26 08:14,Student,Male,7,8,8,7,8,8
2025/11/26 08:31,Student,Female,6,8,8,6,9,8
2025/11/26 08:44,Student,Male,7,8,8,7,8,8
2025/11/26 08:45,Student,Female,6,8,8,6,9,8
2025/11/26 08:53,Student,Male,7,8,8,7,8,8
2025/11/26 08:54,Student,Male,7,8,8,7,8,8
2025/11/26 09:02,Student,Male,7,8,8,7,8,8
2025/11/26 09:09,Student,Male,7,8,8,7,8,8
2025/11/26 09:19,Student,Male,7,8,8,7,8,8
2025/11/26 09:33,Non-Student,Female,7,8,9,6,9,7
2025/11/26 09:40,Student,Female,6,8,8,6,9,8
2025/11/26 09:55,Student,Male,7,8,8,7,8,8
2025/11/26 10:08,Student,Male,7,8,8,7,8,8
2025/11/26 10:16,Student,Male,7,8,8,7,8,8
2025/11/26 10:30,Student,Male,7,8,8,7,8,8
2025/11/26 10:40,Student,Male,7,8,8,7,8,8
2025/11/26 10:43,Student,Female,6,8,8,6,9,8
2025/11/26 10:57,Student,Male,7,8,8,7,8,8
2025/11/26 10:57,Student,Female,6,8,8,6,9,8
2025/11/26 11:01,Non-Student,Female,7,8,9,6,9,7
2025/11/26 11:05,Student,Male,7,8,8,7,8,8
2025/11/26 11:12,Student,Male,7,8,8,7,8,8
2025/11/26 11:15,Student,Female,6,8,8,6,9,8
2025/11/26 11:16,Student,Male,7,8,8,7,8,8
2025/11/26 11:16,Student,Male,7,8,8,7,8,8
2025/11/26 11:24,Student,Male,7,8,8,7,8,8
2025/11/26 11:28,Student,Male,7,8,8,7,8,8
2025/11/26 11:32,Student,Male,7,8,8,7,8,8
2025/11/26 11:51,Student,Female,6,8,8,6,9,8
2025/11/26 11:52,Student,Male,7,8,8,7,8,8
2025/11/26 12:01,Student,Male,7,8,8,7,8,8
2025/11/26 12:08,Student,Male,7,8,8,7,8,8
2025/11/26 12:10,Student,Female,6,8,8,6,9,8
2025/11/26 12:12,Student,Male,7,8,8,7,8,8
2025/11/26 12:15,Student,Female,6,8,8,6,9,8
2025/11/26 12:16,Student,Male,7,8,8,7,8,8
2025/11/26 12:28,Student,Male,7,8,8,7,8,8
2025/11/26 12:32,Student,Male,7,8,8,7,8,8
2025/11/26 12:37,Student,Male,7,8,8,7,8,8
2025/11/26 12:37,Student,Male,7,8,8,7,8,8
2025/11/26 12:48,Student,Male,7,8,8,7,8,8
2025/11/26 12:49,Student,Male,7,8,8,7,8,8
2025/11/26 12:51,Student,Male,7,8,8,7,8,8
2025/11/26 12:56,Student,Male,7,8,8,7,8,8
2025/11/26 13:03,Student,Male,7,8,8,7,8,8
2025/11/26 13:05,Student,Male,7,8,8,7,8,8
2025/11/26 13:11,Student,Male,7,8,8,7,8,8
2025/11/26 13:13,Student,Male,7,8,8,7,8,8
2025/11/26 13:19,Student,Male,7,8,8,7,8,8
2025/11/26 13:25,Student,Male,7,8,8,7,8,8
2025/11/26 13:32,Student,Male,7,8,8,7,8,8
2025/11/26 13:46,Student,Male,7,8,8,7,8,8
2025/11/26 13:58,Student,Male,7,8,8,7,8,8
2025/11/26 14:01,Student,Male,7,8,8,7,8,8
2025/11/26 14:02,Student,Male,7,8,8,7,8,8
2025/11/26 14:06,Student,Male,7,8,8,7,8,8
2025/11/26 14:30,Student,Male,7,8,8,7,8,8
2025/11/26 14:48,Student,Female,6,8,8,6,9,8
2025/11/26 15:00,Student,Male,7,8,8,7,8,8
2025/11/26 15:00,Student,Female,6,8,8,6,9,8
2025/11/26 15:01,Student,Male,7,8,8,7,8,8
2025/11/26 15:12,Student,Female,6,8,8,6,9,8
2025/11/26 15:14,Student,Male,7,8,8,7,8,8
2025/11/26 15:20,Student,Male,7,8,8,7,8,8
2025/11/26 15:25,Student,Male,7,8,8,7,8,8
2025/11/26 15:32,Student,Male,7,8,8,7,8,8
2025/11/26 15:48,Student,Male,7,8,8,7,8,8
2025/11/26 15:54,Non-Student,Male,6,10,10,6,10,6
2025/11/26 15:54,Student,Male,7,8,8,7,8,8
2025/11/26 16:07,Student,Male,7,8,8,7,8,8
2025/11/26 16:10,Student,Female,6,8,8,6,9,8
2025/11/26 16:13,Student,Male,7,8,8,7,8,8
2025/11/26 16:16,Student,Female,6,8,8,6,9,8
2025/11/26 16:19,Student,Male,7,8,8,7,8,8
2025/11/26 16:20,Student,Male,7,8,8,7,8,8
2025/11/26 16:22,Student,Male,7,8,8,7,8,8
2025/11/26 16:34,Student,Male,7,8,8,7,8,8
2025/11/26 16:38,Student,Male,7,8,8,7,8,8
2025/11/26 16:49,Student,Male,7,8,8,7,8,8
2025/11/26 16:55,Student,Male,7,8,8,7,8,8
2025/11/26 17:00,Student,Female,6,8,8,6,9,8
2025/11/26 17:05,Student,Male,7,8,8,7,8,8
2025/11/26 17:10,Student,Male,7,8,8,7,8,8
2025/11/26 17:11,Student,Male,7,8,8,7,8,8
2025/11/26 17:11,Student,Female,6,8,8,6,9,8
2025/11/26 17:11,Student,Male,7,8,8,7,8,8
2025/11/26 17:18,Student,Male,7,8,8,7,8,8
2025/11/26 17:20,Student,Male,7,8,8,7,8,8
2025/11/26 17:25,Student,Male,7,8,8,7,8,8
2025/11/26 17:27,Student,Male,7,8,8,7,8,8
2025/11/26 17:29,Student,Male,7,8,8,7,8,8
2025/11/26 17:32,Student,Female,6,8,8,6,9,8
2025/11/26 17:54,Student,Female,6,8,8,6,9,8
2025/11/26 18:00,Student,Male,7,8,8,7,8,8
2025/11/26 18:04,Student,Female,6,8,8,6,9,8
2025/11/26 18:11,Student,Male,7,8,8,7,8,8
2025/11/26 18:49,Student,Male,7,8,8,7,8,8
2025/11/26 18:57,Student,Female,6,8,8,6,9,8
2025/11/26 19:05,Student,Male,7,8,8,7,8,8
2025/11/26 19:07,Student,Male,7,8,8,7,8,8
2025/11/26 19:13,Student,Male,7,8,8,7,8,8
2025/11/26 19:20,Student,Male,7,8,8,7,8,8
2025/11/26 19:28,Student,Male,7,8,8,7,8,8
2025/11/26 19:32,Student,Male,7,8,8,7,8,8
2025/11/26 19:34,Student,Male,7,8,8,7,8,8
2025/11/26 19:38,Student,Male,7,8,8,7,8,8
2025/11/26 19:46,Non-Student,Female,7,8,9,6,9,7
2025/11/26 19:57,Student,Male,7,8,8,7,8,8
2025/11/26 20:00,Student,Female,6,8,8,6,9,8
2025/11/26 20:01,Student,Female,6,8,8,6,9,8
2025/11/26 20:12,Student,Male,7,8,8,7,8,8
2025/11/26 20:20,Student,Male,7,8,8,7,8,8
2025/11/26 20:26,Student,Male,7,8,8,7,8,8
2025/11/26 20:36,Student,Female,6,8,8,6,9,8
2025/11/26 20:37,Student,Male,7,8,8,7,8,8
2025/11/26 20:38,Student,Male,7,8,8,7,8,8
2025/11/26 20:39,Student,Female,6,8,8,6,9,8
2025/11/26 20:39,Student,Female,6,8,8,6,9,8
2025/11/26 20:51,Student,Female,6,8,8,6,9,8
2025/11/26 21:11,Student,Female,6,8,8,6,9,8
2025/11/26 21:12,Student,Male,7,8,8,7,8,8
2025/11/26 21:18,Student,Male,7,8,8,7,8,8
2025/11/26 21:28,Student,Male,7,8,8,7,8,8
2025/11/26 21:42,Student,Male,7,8,8,7,8,8
2025/11/26 21:58,Student,Male,7,8,8,7,8,8
2025/11/26 22:02,Student,Male,7,8,8,7,8,8
2025/11/26 22:05,Student,Male,7,8,8,7,8,8
2025/11/26 22:08,Student,Male,7,8,8,7,8,8
2025/11/26 22:15,Student,Female,6,8,8,6,9,8
2025/11/26 22:15,Student,Female,6,8,8,6,9,8
2025/11/26 22:36,Student,Male,7,8,8,7,8,8
2025/11/26 22:36,Student,Male,7,8,8,7,8,8
2025/11/26 22:41,Student,Male,7,8,8,7,8,8
2025/11/26 22:43,Student,Male,7,8,8,7,8,8
2025/11/26 22:47,Student,Male,7,8,8,7,8,8
2025/11/26 22:56,Student,Male,7,8,8,7,8,8
2025/11/26 23:01,Student,Male,7,8,8,7,8,8
2025/11/26 23:02,Student,Male,7,8,8,7,8,8
2025/11/26 23:25,Student,Male,7,8,8,7,8,8
2025/11/26 23:37,Student,Male,7,8,8,7,8,8
2025/11/26 23:44,Student,Male,7,8,8,7,8,8
2025/11/26 23:49,Student,Male,7,8,8,7,8,8
2025/11/27 00:01,Non-Student,Female,7,8,9,6,9,7
2025/11/27 00:05,Student,Female,6,8,8,6,9,8
2025/11/27 00:06,Student,Male,7,8,8,7,8,8
2025/11/27 00:15,Student,Female,6,8,8,6,9,8
2025/11/27 00:16,Student,Male,7,8,8,7,8,8
2025/11/27 00:26,Student,Male,7,8,8,7,8,8
2025/11/27 00:28,Student,Male,7,8,8,7,8,8
2025/11/27 00:33,Student,Male,7,8,8,7,8,8
2025/11/27 00:36,Student,Male,7,8,8,7,8,8
2025/11/27 00:38,Student,Female,6,8,8,6,9,8
2025/11/27 00:45,Student,Female,6,8,8,6,9,8
2025/11/27 00:45,Student,Male,7,8,8,7,8,8
2025/11/27 00:47,Student,Male,7,8,8,7,8,8
2025/11/27 01:05,Student,Female,6,8,8,6,9,8
2025/11/27 01:07,Student,Male,7,8,8,7,8,8
2025/11/27 01:15,Student,Male,7,8,8,7,8,8
2025/11/27 01:15,Student,Female,6,8,8,6,9,8
2025/11/27 01:25,Student,Male,7,8,8,7,8,8
2025/11/27 01:26,Student,Male,7,8,8,7,8,8
2025/11/27 01:45,Student,Male,7,8,8,7,8,8
2025/11/27 01:54,Student,Male,7,8,8,7,8,8
2025/11/27 01:56,Student,Male,7,8,8,7,8,8
2025/11/27 02:01,Student,Male,7,8,8,7,8,8
2025/11/27 02:01,Student,Male,7,8,8,7,8,8
2025/11/27 02:05,Student,Male,7,8,8,7,8,8
2025/11/27 02:07,Student,Male,7,8,8,7,8,8
2025/11/27 02:09,Student,Male,7,8,8,7,8,8
2025/11/27 02:21,Student,Male,7,8,8,7,8,8
2025/11/27 02:29,Student,Male,7,8,8,7,8,8
2025/11/27 02:36,Student,Male,7,8,8,7,8,8
2025/11/27 02:43,Student,Female,6,8,8,6,9,8
2025/11/27 02:56,Non-Student,Female,7,8,9,6,9,7
2025/11/27 03:04,Student,Female,6,8,8,6,9,8
2025/11/27 03:09,Student,Female,6,8,8,6,9,8
2025/11/27 03:11,Student,Male,7,8,8,7,8,8
2025/11/27 03:11,Student,Male,7,8,8,7,8,8
2025/11/27 03:14,Student,Male,7,8,8,7,8,8
2025/11/27 03:21,Student,Male,7,8,8,7,8,8
2025/11/27 03:32,Student,Male,7,8,8,7,8,8
2025/11/27 03:33,Student,Male,7,8,8,7,8,8
2025/11/27 03:39,Student,Female,6,8,8,6,9,8
2025/11/27 03:47,Student,Male,7,8,8,7,8,8
2025/11/27 03:58,Student,Female,6,8,8,6,9,8
2025/11/27 04:02,Student,Male,7,8,8,7,8,8
2025/11/27 04:10,Student,Male,7,8,8,7,8,8
2025/11/27 04:10,Student,Male,7,8,8,7,8,8
2025/11/27 04:18,Student,Male,7,8,8,7,8,8
2025/11/27 04:19,Student,Female,6,8,8,6,9,8
2025/11/27 04:25,Student,Male,7,8,8,7,8,8
2025/11/27 04:29,Student,Male,7,8,8,7,8,8
2025/11/27 04:54,Student,Other,4,6,6,8,8,4
2025/11/27 04:57,Student,Female,6,8,8,6,9,8
2025/11/27 04:57,Student,Male,7,8,8,7,8,8
2025/11/27 05:03,Student,Male,7,8,8,7,8,8
2025/11/27 05:18,Student,Male,7,8,8,7,8,8
2025/11/27 05:23,Student,Male,7,8,8,7,8,8
2025/11/27 05:23,Student,Male,7,8,8,7,8,8
2025/11/27 05:26,Student,Female,6,8,8,6,9,8
2025/11/27 05:32,Student,Male,7,8,8,7,8,8
2025/11/27 05:45,Student,Male,7,8,8,7,8,8
2025/11/27 05:51,Student,Female,6,8,8,6,9,8
2025/11/27 05:52,Student,Female,6,8,8,6,9,8
2025/11/27 05:53,Non-Student,Female,7,8,9,6,9,7
2025/11/27 05:57,Student,Female,6,8,8,6,9,8
2025/11/27 06:04,Student,Male,7,8,8,7,8,8
2025/11/27 06:08,Student,Male,7,8,8,7,8,8
2025/11/27 06:16,Student,Male,7,8,8,7,8,8
2025/11/27 06:20,Student,Male,7,8,8,7,8,8
2025/11/27 06:28,Student,Male,7,8,8,7,8,8
2025/11/27 06:30,Student,Female,6,8,8,6,9,8
2025/11/27 06:31,Student,Male,7,8,8,7,8,8
2025/11/27 06:37,Student,Male,7,8,8,7,8,8
2025/11/27 06:39,Student,Other,4,6,6,8,8,4
2025/11/27 06:47,Student,Male,7,8,8,7,8,8
2025/11/27 06:48,Student,Male,7,8,8,7,8,8
2025/11/27 06:54,Student,Male,7,8,8,7,8,8
2025/11/27 07:02,Student,Male,7,8,8,7,8,8
2025/11/27 07:05,Student,Male,7,8,8,7,8,8
2025/11/27 07:14,Student,Male,7,8,8,7,8,8
2025/11/27 07:18,Student,Male,7,8,8,7,8,8
2025/11/27 07:21,Student,Male,7,8,8,7,8,8
2025/11/27 07:24,Non-Student,Female,7,8,9,6,9,7
2025/11/27 07:27,Student,Male,7,8,8,7,8,8
2025/11/27 07:28,Student,Female,6,8,8,6,9,8
2025/11/27 07:32,Student,Male,7,8,8,7,8,8
2025/11/27 07:41,Student,Male,7,8,8,7,8,8
2025/11/27 07:45,Student,Male,7,8,8,7,8,8
2025/11/27 07:48,Student,Male,7,8,8,7,8,8
2025/11/27 07:51,Student,Female,6,8,8,6,9,8
2025/11/27 07:52,Student,Male,7,8,8,7,8,8
2025/11/27 07:53,Student,Male,7,8,8,7,8,8
2025/11/27 08:03,Student,Male,7,8,8,7,8,8
2025/11/27 08:08,Student,Male,7,8,8,7,8,8
2025/11/27 08:09,Student,Male,7,8,8,7,8,8
2025/11/27 08:19,Student,Male,7,8,8,7,8,8
2025/11/27 08:21,Student,Female,6,8,8,6,9,8
2025/11/27 08:30,Student,Male,7,8,8,7,8,8
2025/11/27 08:49,Student,Male,7,8,8,7,8,8
2025/11/27 09:06,Student,Male,7,8,8,7,8,8
2025/11/27 09:12,Student,Male,7,8,8,7,8,8
2025/11/27 09:20,Student,Male,7,8,8,7,8,8
2025/11/27 09:29,Student,Female,6,8,8,6,9,8
2025/11/27 09:31,Student,Male,7,8,8,7,8,8
2025/11/27 09:33,Student,Female,6,8,8,6,9,8
2025/11/27 09:36,Student,Male,7,8,8,7,8,8
2025/11/27 09:58,Student,Male,7,8,8,7,8,8
2025/11/27 10:03,Student,Male,7,8,8,7,8,8
2025/11/27 10:26,Student,Male,7,8,8,7,8,8
2025/11/27 10:35,Student,Female,6,8,8,6,9,8
2025/11/27 10:38,Student,Male,7,8,8,7,8,8
2025/11/27 10:43,Student,Male,7,8,8,7,8,8
2025/11/27 10:54,Student,Male,7,8,8,7,8,8
2025/11/27 11:05,Non-Student,Female,7,8,9,6,9,7
2025/11/27 11:06,Student,Male,7,8,8,7,8,8
2025/11/27 11:08,Student,Male,7,8,8,7,8,8
2025/11/27 11:08,Student,Male,7,8,8,7,8,8
2025/11/27 11:12,Non-Student,Female,7,8,9,6,9,7
2025/11/27 11:15,Student,Male,7,8,8,7,8,8
2025/11/27 11:26,Student,Male,7,8,8,7,8,8
2025/11/27 11:27,Student,Male,7,8,8,7,8,8
2025/11/27 11:39,Student,Male,7,8,8,7,8,8
2025/11/27 11:39,Student,Male,7,8,8,7,8,8
2025/11/27 11:53,Student,Male,7,8,8,7,8,8
2025/11/27 11:55,Student,Male,7,8,8,7,8,8
2025/11/27 11:57,Student,Other,4,6,6,8,8,4
2025/11/27 12:02,Student,Male,7,8,8,7,8,8
2025/11/27 12:02,Student,Male,7,8,8,7,8,8
2025/11/27 12:08,Student,Male,7,8,8,7,8,8
2025/11/27 12:10,Student,Male,7,8,8,7,8,8
2025/11/27 12:14,Student,Male,7,8,8,7,8,8
2025/11/27 12:16,Student,Male,7,8,8,7,8,8
2025/11/27 12:17,Student,Male,7,8,8,7,8,8
2025/11/27 12:22,Student,Female,6,8,8,6,9,8
2025/11/27 12:27,Student,Male,7,8,8,7,8,8
2025/11/27 12:32,Non-Student,Male,6,10,10,6,10,6
2025/11/27 12:46,Student,Male,7,8,8,7,8,8
2025/11/27 12:51,Student,Female,6,8,8,6,9,8
2025/11/27 12:57,Student,Female,6,8,8,6,9,8
2025/11/27 12:59,Student,Male,7,8,8,7,8,8
2025/11/27 13:03,Student,Female,6,8,8,6,9,8
2025/11/27 13:14,Student,Female,6,8,8,6,9,8
2025/11/27 13:19,Student,Male,7,8,8,7,8,8
2025/11/27 13:22,Student,Male,7,8,8,7,8,8
2025/11/27 13:34,Student,Male,7,8,8,7,8,8
2025/11/27 14:03,Student,Male,7,8,8,7,8,8
2025/11/27 14:13,Student,Female,6,8,8,6,9,8
2025/11/27 14:16,Student,Male,7,8,8,7,8,8
2025/11/27 14:18,Student,Male,7,8,8,7,8,8
2025/11/27 14:19,Student,Male,7,8,8,7,8,8
2025/11/27 14:19,Student,Male,7,8,8,7,8,8
2025/11/27 14:22,Student,Other,4,6,6,8,8,4
2025/11/27 14:25,Student,Female,6,8,8,6,9,8
2025/11/27 14:51,Student,Female,6,8,8,6,9,8
2025/11/27 14:52,Student,Male,7,8,8,7,8,8
2025/11/27 14:53,Student,Male,7,8,8,7,8,8
2025/11/27 14:55,Student,Male,7,8,8,7,8,8
2025/11/27 15:00,Student,Male,7,8,8,7,8,8
2025/11/27 15:07,Student,Male,7,8,8,7,8,8
