no,Time,UserID/MemID,設置點,緯度,經度,place_id
865,2/2/2022 7:25:45 PM,U549d83ded5aae205862d9454360f140e,三ㄚ店&潮style,23.56705,119.56538,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
866,2/2/2022 7:26:31 PM,U3bef99915c174d00c8771be3302bef5d,金醬府,23.56734,119.5729,
868,2/2/2022 7:34:09 PM,U549d83ded5aae205862d9454360f140e,秋喜肉蛋吐司,23.56867,119.5675,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
869,2/2/2022 7:35:34 PM,U549d83ded5aae205862d9454360f140e,澎湖甘草芭樂,23.56577,119.56529,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
872,2/2/2022 8:14:29 PM,U7f8cc11658910a8d1e4cbb29fdd94e25,ㄇㄇ的臭豆腐,23.55258,119.61097,ChIJr0KgJuohaDQRpFvzq73WYU8
874,2/2/2022 9:10:44 PM,U3bef99915c174d00c8771be3302bef5d,天津蔥抓餅,23.57431,119.5792,
879,2/20/2022 1:54:41 PM,U8793a2bb7e42885c2e17c4682d981151,吹蚵仔的海鮮小吃,23.56414,119.56783,ChIJq6qq6sBabDQRuf0h5lRLqTc
881,2/20/2022 10:26:13 AM,U72b355d0d106affc85926eceab9e498c,台灣大餅早午餐,23.56718,119.56441,ChIJrzw1bfNabDQRaNyaJCa6tGA
882,2/20/2022 11:16:19 AM,Ud0855c645710344a6f1db42868300fb2,駱哥港式點心,23.56584,119.56856,
883,2/20/2022 12:04:57 PM,Ud9bb98b05c38c0ea8d09f297d07b2276,佶肯美式漢堡炸雞,23.56354,119.56659,
884,2/20/2022 12:23:23 PM,U10cdb9ced321caf827f16495732413d6,金醬府,23.56734,119.5729,
885,2/20/2022 12:33:40 PM,U7ce8cc031c73f647c5832593f46f80cd,天津蔥抓餅,23.57431,119.5792,
886,2/20/2022 12:37:13 PM,U30a6bc41cf10174b9c25ae2ce35f8adb,曾記滿福堂擔仔麵,23.57406,119.57323,
889,2/20/2022 2:00:28 PM,U50284f2fcdf83512e9e4968a77e2a672,美德西點麵包店,23.5706,119.57208,ChIJkUqxsIX6ZzQRxV0W0duojPU
894,2/20/2022 3:17:06 PM,U549d83ded5aae205862d9454360f140e,Mr.大雞,23.57226,119.57626,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
896,2/20/2022 4:00:38 PM,U549d83ded5aae205862d9454360f140e,萬泰食品,23.57515,119.56779,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
897,2/20/2022 4:18:28 PM,U549d83ded5aae205862d9454360f140e,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
898,2/20/2022 4:20:42 PM,U954f8e628b485f2c105b7e035639650b,五鮮上醬海產專賣,23.56580466,119.5654261,ChIJQZrILfNabDQR9_o0RXV5yGo
900,2/20/2022 4:44:29 PM,Ue253a78a8c16433cdb29ea322e001705,玻玻飲食店,23.57971,119.57924,ChIJ9QBaz7NbbDQRjAWCAQOZ3z8
902,2/20/2022 4:48:10 PM,U3c29e39a18fb2239afcf1a9ce5da3d09,駱哥港式點心,23.56584,119.56856,ChIJK8LlxoxabDQR9PAJ71QRSMQ
904,2/20/2022 5:01:06 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,熊掌心健康果茶,23.56358,119.56499,ChIJfYyqojxbbDQRGGxepd_BnfY
906,2/20/2022 5:36:27 PM,U7676d997af8f09860c497735040717d5,獨領風騷,23.56815,119.56751,ChIJw0K1XelabDQRR05-D8tl7SM
907,2/20/2022 5:37:05 PM,U7676d997af8f09860c497735040717d5,文化路蔥油餅,23.56825,119.56753,ChIJw0K1XelabDQRR05-D8tl7SM
908,2/20/2022 5:40:27 PM,Ud9bb98b05c38c0ea8d09f297d07b2276,海島海產大賣場,23.56576883,119.5655136,
909,2/20/2022 5:48:45 PM,U181657e7c3044a6c151f5554c2de1613,佶肯美式漢堡炸雞,23.56354,119.56659,ChIJweNDfotabDQR93dcuthOvzc
911,2/20/2022 5:54:13 PM,U549d83ded5aae205862d9454360f140e,霸味薑母鴨,23.5705,119.57567,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
913,2/20/2022 6:05:47 PM,Uac8f1738516975144175970d61cd80a6,曾記滿福堂擔仔麵,23.57406,119.57323,ChIJE7ziGXlbbDQRyDbn42cIOt0
914,2/20/2022 6:25:36 PM,U2a07ef3a0c129e16f8b7272554f52bc4,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,
915,2/20/2022 6:27:35 PM,Uab0c17a03c299ff3beb9c2815e87e385,霸味薑母鴨,23.5705,119.57567,
917,2/20/2022 7:07:39 PM,U06795aebb2d9a6ff7de3a4f5e2c24e7d,秀秀蔥大餅,23.5764,119.57411,
918,2/20/2022 7:15:46 PM,U3bef99915c174d00c8771be3302bef5d,三多燒肉飯,23.57441,119.57805,
919,2/20/2022 7:29:29 PM,Uf1736a1ca1a13bc5cf32f5eb94c52246,玻玻飲食店,23.57971,119.57924,
920,2/20/2022 7:52:47 PM,U06795aebb2d9a6ff7de3a4f5e2c24e7d,原豆工坊咖啡專賣店,23.56409,119.56508,
921,2/20/2022 7:55:15 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,抓包．馬公分店,23.5729,119.57694,ChIJfYyqojxbbDQRGGxepd_BnfY
922,2/20/2022 7:57:06 PM,U83a795c9bbe7e2600837384f0bc0f999,石滬廣場站,23.56312198,119.5648365,ChIJk_h1SSNbbDQRpX7P_cwyx3c
923,2/20/2022 8:17:18 PM,U06795aebb2d9a6ff7de3a4f5e2c24e7d,石滬廣場站,23.56312198,119.5648365,
924,2/20/2022 8:24:32 PM,Ubd14cefc1682ba6ea76aec6c8e0cb0ba,鮮食堂海鮮蒸鍋,23.56566,119.56462,ChIJKdpLqXKpQjQR8d6Dyoc8YLo
925,2/20/2022 8:31:54 PM,Uc6ca45181f84f93c8037448e8d1945cd,多那之澎湖店,23.56483,119.56537,ChIJI8R1IGc3aDQRNUAparOfbhw
927,2/21/2022 1:16:58 PM,U7f8cc11658910a8d1e4cbb29fdd94e25,秀秀蔥大餅,23.5764,119.57411,ChIJr0KgJuohaDQRpFvzq73WYU8
934,2/21/2022 10:25:18 PM,U38c7bdd36eb764384f5a6071a362651f,High wave pizza,23.56532,119.56466,ChIJjb-f_e5abDQRjlx7oCHlPoM
935,2/21/2022 10:43:56 PM,Uc6b4e7313c173c3dea880730c6be0fbe,曾記滿福堂擔仔麵,23.57406,119.57323,
936,2/21/2022 10:57:34 PM,U98d0d675417375da1eea4c4bd7cdb2e9,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,ChIJhR1bfPcBaDQRYO_ClhBrn_4
937,2/21/2022 11:17:37 AM,Ue56b6c5b24c6cd97c7cb7d6bd9d8b1df,夏天茶飲,23.57184,119.57075,ChIJOQKqwa03aDQRdWUUj-skPf8
938,2/21/2022 11:55:22 AM,Ubaf58e50e1a0f6cf64739737b2398b0f,飛特潛艦Victor Johni’R,23.56737,119.56745,ChIJK5GmlHyrQjQRPNKNdgjHRhU
939,2/21/2022 11:59:17 AM,Ud9f189e6e4cbc8628e6994a3adc90939,大口香雞排,23.56719,119.56471,ChIJXcTEPjdRbDQRI7DPZYYs6Lg
940,2/21/2022 12:22:26 PM,Ubaf58e50e1a0f6cf64739737b2398b0f,祥馨鮮鮮果舖,23.57336,119.57256,ChIJK5GmlHyrQjQRPNKNdgjHRhU
942,2/21/2022 12:29:00 PM,U8f4ff1ca33fbab36a6affeca623b88db,桃太郎日式料理,23.56613,119.56468,
950,2/21/2022 3:13:49 PM,Ub7473e6415408078ad96236c758f5476,天津蔥抓餅,23.57431,119.5792,
951,2/21/2022 3:15:30 PM,U52dda63b2259abe4e296d037a82e729a,嶼人鍋物,23.56734,119.5729,ChIJPcQ-GuNbbDQRIccXV_nQY04
952,2/21/2022 3:18:11 PM,U8793a2bb7e42885c2e17c4682d981151,媽宮食品工廠,23.56186091,119.5803374,ChIJq6qq6sBabDQRuf0h5lRLqTc
953,2/21/2022 4:05:18 PM,U06795aebb2d9a6ff7de3a4f5e2c24e7d,澎湖 朝陽路肉圓,23.57339,119.57697,
954,2/21/2022 4:18:29 PM,U9d1aab8b5850ebabe7c0fcfdd063b9b5,達咖啡,23.56737,119.56745,
955,2/21/2022 4:20:18 PM,U9d1aab8b5850ebabe7c0fcfdd063b9b5,好享吃小火鍋,23.56745,119.56641,
956,2/21/2022 4:26:21 PM,U7676d997af8f09860c497735040717d5,多那之澎湖店,23.56483,119.56537,ChIJw0K1XelabDQRR05-D8tl7SM
958,2/21/2022 4:42:33 PM,U9d1aab8b5850ebabe7c0fcfdd063b9b5,媽宮海產行到了！,23.56491,119.56533,
959,2/21/2022 4:43:37 PM,Ua311a598a59904641c05f81fbbcf185d,媽宮海產行到了！,23.56491,119.56533,
960,2/21/2022 4:56:59 PM,U693d1863fb9246c18b3c343431fbad42,獨領風騷,23.56815,119.56751,
961,2/21/2022 4:58:37 PM,U7d960aa5b8760290d6d3382fc96a7457,鮮食堂海鮮蒸鍋,23.56566,119.56462,
962,2/21/2022 4:58:57 PM,U7ce8cc031c73f647c5832593f46f80cd,秀秀蔥大餅,23.5764,119.57411,
963,2/21/2022 4:59:26 PM,Ua311a598a59904641c05f81fbbcf185d,多那之澎湖店,23.56483,119.56537,
965,2/21/2022 5:08:21 PM,U181657e7c3044a6c151f5554c2de1613,日香美食坊歡迎您～,23.57466,119.5768,ChIJweNDfotabDQR93dcuthOvzc
966,2/21/2022 5:10:24 PM,U777bd7ab1fdf2dd08c34b34acdcf50d9,瑞師父海菜煎餅,23.56579,119.56542,ChIJIXp_sKdbbDQRSCtuMHZGHJc
967,2/21/2022 5:12:29 PM,U9d1aab8b5850ebabe7c0fcfdd063b9b5,多那之澎湖店,23.56483,119.56537,
969,2/21/2022 5:34:27 PM,U5a1569a940913901cdb66284da9d3d3a,金醬府,23.56734,119.5729,
972,2/21/2022 5:48:07 PM,Ue56b6c5b24c6cd97c7cb7d6bd9d8b1df,澎漁宴餐廳,23.56625705,119.5690162,ChIJOQKqwa03aDQRdWUUj-skPf8
973,2/21/2022 5:48:56 PM,U954f8e628b485f2c105b7e035639650b,桃太郎日式料理,23.56613,119.56468,ChIJQZrILfNabDQR9_o0RXV5yGo
975,2/21/2022 5:50:09 PM,U87c00daa10687a8c7db52939e4cb999b,玻玻飲食店,23.57971,119.57924,ChIJ3TEhVKxbbDQRsyo0iIjtvL0
976,2/21/2022 5:55:06 PM,U7f8cc11658910a8d1e4cbb29fdd94e25,阿鳳牛肉河粉,23.57142,119.57239,ChIJr0KgJuohaDQRpFvzq73WYU8
977,2/21/2022 5:58:10 PM,U863b8cae579201d96dab41d5e002a5a3,霸味薑母鴨,23.5705,119.57567,ChIJRzYoJ_1bbDQR9Mc83QLsd98
978,2/21/2022 6:07:20 PM,Udef4ef3e487a9b8ce6dfa1ac8ceb662e,恐龍炭烤饅頭,23.56671,119.56477,ChIJzWHh3IxabDQRqiTsKKJYtho
979,2/21/2022 6:07:23 PM,Udef4ef3e487a9b8ce6dfa1ac8ceb662e,鯨 鯊威瑪,23.5667,119.56479,ChIJzWHh3IxabDQRqiTsKKJYtho
982,2/21/2022 6:49:50 PM,Uc61354c021061dce3fcf29e0d26d0696,檸檬香茅火鍋澎湖店,23.56283,119.56518,
983,2/21/2022 6:50:30 PM,U8793a2bb7e42885c2e17c4682d981151,紫光複合式餐飲,23.56601,119.56687,ChIJq6qq6sBabDQRuf0h5lRLqTc
984,2/21/2022 6:50:48 PM,U6368c5aa5f76abbfc284f5224f2ae22a,巴適麻辣鍋,23.57185,119.58141,ChIJ9xPjYvJabDQR9M88sVfluaQ
985,2/21/2022 6:58:17 PM,Ue56b6c5b24c6cd97c7cb7d6bd9d8b1df,自由塔,23.56993769,119.5713121,ChIJOQKqwa03aDQRdWUUj-skPf8
987,2/21/2022 7:14:19 PM,Ue56b6c5b24c6cd97c7cb7d6bd9d8b1df,馬路益燒肉飯,23.56596,119.56523,ChIJOQKqwa03aDQRdWUUj-skPf8
988,2/21/2022 8:11:32 PM,Ubf9613667a2d109d9f26efb31b8cc1e3,天津蔥抓餅,23.57431,119.5792,ChIJtfUdXa4faDQRNPDrzKHbw7A
990,2/21/2022 8:32:19 AM,U8f4ff1ca33fbab36a6affeca623b88db,曾記滿福堂擔仔麵,23.57406,119.57323,
992,2/21/2022 8:50:18 PM,U4332565833250053201b43e54b81963e,新臺澎海產購物中心,23.56733,119.56717,ChIJtem1wIxabDQR1EwfmYtPOm8
993,2/21/2022 9:01:58 PM,U4332565833250053201b43e54b81963e,飛特潛艦Victor Johni’R,23.56737,119.56745,ChIJtem1wIxabDQR1EwfmYtPOm8
995,2/21/2022 9:05:06 PM,U4332565833250053201b43e54b81963e,北海道海產專賣店,23.56637,119.56886,ChIJtem1wIxabDQR1EwfmYtPOm8
996,2/21/2022 9:06:20 PM,U4332565833250053201b43e54b81963e,真鮮味小吃部,119.56491,119.56929,ChIJtem1wIxabDQR1EwfmYtPOm8
997,2/21/2022 9:10:40 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,霸味薑母鴨,23.5705,119.57567,ChIJfYyqojxbbDQRGGxepd_BnfY
1001,2/22/2022 1:02:17 PM,U549d83ded5aae205862d9454360f140e,玻玻飲食店,23.57971,119.57924,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
1003,2/22/2022 1:09:40 PM,U715df1e900eb20c8a489602d1d2ea5cc,多那之澎湖店,23.56483,119.56537,
1006,2/22/2022 1:31:38 PM,U818fd6da9a2a8e5b11cf9562a14849d0,自由塔,23.56993769,119.5713121,ChIJXxmz95i7QjQR2KV4hNKmZqA
1007,2/22/2022 1:36:38 PM,U3dc4122ffdd99c7b1151c06b6570112f,玻玻飲食店,23.57971,119.57924,ChIJkaAQgG5bbDQR-ckXlZIXzTQ
1008,2/22/2022 1:38:13 PM,U81e4a5b20b01eaaa6497dc620580f1b2,小螞蟻牛排,23.56836,119.56831,
1009,2/22/2022 10:06:48 AM,U9d1aab8b5850ebabe7c0fcfdd063b9b5,鮮食堂海鮮蒸鍋,23.56566,119.56462,
1010,2/22/2022 10:09:00 AM,Ua311a598a59904641c05f81fbbcf185d,源利軒黑糖糕老店,23.56572,119.56496,
1011,2/22/2022 10:22:54 PM,U2ddfdde26e6f72ab9142fe3b17cc8d0f,曾記滿福堂擔仔麵,23.57406,119.57323,
1012,2/22/2022 10:27:17 AM,Uedd13dfbe6ad5fea6ababe9be771b657,信誼海產,23.571,119.57133,ChIJk2dywYxabDQRzg0hnDgjxsU
1013,2/22/2022 10:30:45 AM,U30a6bc41cf10174b9c25ae2ce35f8adb,澎湖海洋地質公園中心(1F),23.56642,119.57891,
1018,2/22/2022 11:52:48 AM,Ua5d612b844f3c29bede3e6e5528797f5,澎湖海洋地質公園中心(1F),23.56642,119.57891,ChIJQbh-E-EeaDQR9LphzUvlOCk
1020,2/22/2022 12:01:11 PM,Ua5d612b844f3c29bede3e6e5528797f5,澎湖伯伴手禮坊,23.57123973,119.5799884,ChIJQbh-E-EeaDQR9LphzUvlOCk
1021,2/22/2022 12:08:13 PM,U863b8cae579201d96dab41d5e002a5a3,自由塔,23.56993769,119.5713121,ChIJRzYoJ_1bbDQR9Mc83QLsd98
1022,2/22/2022 12:11:43 PM,U2ddfdde26e6f72ab9142fe3b17cc8d0f,金醬府,23.56734,119.5729,
1023,2/22/2022 12:15:22 PM,U7ce8cc031c73f647c5832593f46f80cd,海城上湯鮮魚粥飯麵館,23.57711,119.57021,
1024,2/22/2022 12:34:47 PM,U619764678dadf25e58dd14750c301bc1,海城上湯鮮魚粥飯麵館,23.57711,119.57021,
1026,2/22/2022 2:18:54 PM,Ue189b54140f60f6fed524e35047b7e67,海森海聲,23.56493,119.56501,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
1027,2/22/2022 2:24:13 PM,Ue189b54140f60f6fed524e35047b7e67,臭臉大叔?烤甜圈,23.56494,119.56494,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
1028,2/22/2022 2:29:45 PM,U64ef65340ebd718b12ca4cc5e38887e2,菊楓食堂日式料理,23.57538,119.58058,
1029,2/22/2022 2:34:49 PM,U381d3683cf9bdeabf36afa4679d58416,大口香雞排,23.56719,119.56471,
1032,2/22/2022 2:49:30 PM,U767c929cfdef8c63d2553acdc718a526,芳遠水果行,23.56751,119.56721,
1034,2/22/2022 2:56:39 PM,U7a89fa99cb80c8496590501db322b56c,金醬府,23.56734,119.5729,ChIJjd7vde9abDQRBMV5IWfxD58
1035,2/22/2022 2:57:31 PM,U30edaf2003e2b0a69fa35c19403c7eb0,光和咖啡,23.56495,119.58092,ChIJi_EOzsFabDQR5ZLGt7zlO9o
1037,2/22/2022 3:13:57 PM,U1e7bdecb0fa61d04490ebac3ffaa905e,無名麵食館,23.56843,119.56965,ChIJyxolbVkjaDQRsUhGyYZTKA4
1038,2/22/2022 3:20:23 PM,U4332565833250053201b43e54b81963e,菊島石齋,23.5642,119.5645,ChIJtem1wIxabDQR1EwfmYtPOm8
1040,2/22/2022 3:29:18 PM,Ua5d612b844f3c29bede3e6e5528797f5,自由塔,23.56993769,119.5713121,ChIJQbh-E-EeaDQR9LphzUvlOCk
1041,2/22/2022 3:50:26 PM,U181657e7c3044a6c151f5554c2de1613,海森海聲,23.56493,119.56501,ChIJweNDfotabDQR93dcuthOvzc
1042,2/22/2022 3:52:03 PM,U181657e7c3044a6c151f5554c2de1613,臭臉大叔?烤甜圈,23.56494,119.56494,ChIJweNDfotabDQR93dcuthOvzc
1043,2/22/2022 4:06:20 PM,U06795aebb2d9a6ff7de3a4f5e2c24e7d,三多燒肉飯,23.57441,119.57805,
1045,2/22/2022 4:29:35 PM,Ue1f9ea92a0df617e7e86b7ad1106c5e2,自由塔,23.56993769,119.5713121,ChIJnakPMvNabDQRHhTSe32Wu_A
1047,2/22/2022 4:36:51 PM,Uc90a03dc5c8efd275ba07ee176e23375,恐龍炭烤饅頭,23.56671,119.56477,ChIJGTSaq8lFbDQRjk4BwaWTEBM
1049,2/22/2022 5:23:04 PM,U693d1863fb9246c18b3c343431fbad42,世軒西點麵包????,23.57275,119.57417,
1051,2/22/2022 5:39:41 PM,U7f8cc11658910a8d1e4cbb29fdd94e25,抓包．馬公分店,23.5729,119.57694,ChIJr0KgJuohaDQRpFvzq73WYU8
1054,2/22/2022 5:48:55 PM,Ub7473e6415408078ad96236c758f5476,拾捌度C鮮果茶飲站,23.57436,119.5795,
1059,2/22/2022 6:19:40 PM,Ue27028025057a63c1353fc5b15c117a8,石泉火雞肉飯,23.55966,119.59789,ChIJadvlyslabDQR8uQJ7HFjF5E
1062,2/22/2022 6:32:47 PM,Uc90a03dc5c8efd275ba07ee176e23375,沐一日式豬排專賣店,23.57319,119.57316,ChIJGTSaq8lFbDQRjk4BwaWTEBM
1064,2/22/2022 6:45:14 PM,Ucdba1bf15e1eb63bbe2a6bc301d768d0,曾記滿福堂擔仔麵,23.57406,119.57323,ChIJT6bv8YxabDQRDJJkLTdthb4
1067,2/22/2022 6:56:58 PM,U370db04769a7c69d7a75983f1351aa23,紐西蘭牛排館,23.57295,119.57542,
1068,2/22/2022 7:11:13 PM,U83a795c9bbe7e2600837384f0bc0f999,曾記滿福堂擔仔麵,23.57406,119.57323,ChIJk_h1SSNbbDQRpX7P_cwyx3c
1069,2/22/2022 7:13:42 PM,U83a795c9bbe7e2600837384f0bc0f999,小小間,23.57003,119.56901,ChIJk_h1SSNbbDQRpX7P_cwyx3c
1070,2/22/2022 7:17:51 PM,U8eb2e7fe550a6d1e4a1519e405d3c917,High wave pizza,23.56532,119.56466,ChIJN9-vTe5abDQRt5TDf4_F5kU
1076,2/22/2022 8:41:38 PM,Udf84da45a09c16e48b52336fd5d9d179,抓包．馬公分店,23.5729,119.57694,
1077,2/22/2022 8:59:10 PM,Ue56b6c5b24c6cd97c7cb7d6bd9d8b1df,北海道海產專賣店,23.56637,119.56886,ChIJOQKqwa03aDQRdWUUj-skPf8
1079,2/22/2022 9:04:05 PM,U549d83ded5aae205862d9454360f140e,澎漁宴餐廳,23.56625705,119.5690162,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
1081,2/22/2022 9:12:12 PM,U549d83ded5aae205862d9454360f140e,夯小管燒x雞蛋糕,23.56476,119.58144,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
1083,2/22/2022 9:14:27 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,滷底撈-澎湖店,23.56499,119.58107,ChIJfYyqojxbbDQRGGxepd_BnfY
1085,2/22/2022 9:30:12 PM,U1533b24c18a3e1f1479bdb79969431d9,澎漁宴餐廳,23.56625705,119.5690162,ChIJTRMp-_JabDQRUnK6SeL9Hcs
1086,2/22/2022 9:47:33 AM,Udf1296118c8279d9bfbed2e8a1d43c92,澎湖 朝陽路肉圓,23.57339,119.57697,
1088,2/23/2022 1:00:04 PM,U05f828820a756f764cd11b34be13e114,小小間,23.57003,119.56901,
1089,2/23/2022 1:10:27 PM,U4e80e49e40849acbca575b64765e5bb6,世軒西點麵包????,23.57275,119.57417,
1090,2/23/2022 1:13:04 PM,U50284f2fcdf83512e9e4968a77e2a672,馬路益燒肉飯,23.56596,119.56523,ChIJkUqxsIX6ZzQRxV0W0duojPU
1091,2/23/2022 1:16:47 AM,U5f1c8cd93d3983702b52e6a058cb97c3,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,
1092,2/23/2022 1:33:21 PM,Ud0d72e5b39c125df7f4f1d6c3569ee32,祥馨鮮鮮果舖,23.57336,119.57256,
1093,2/23/2022 1:35:07 PM,Ud42106e5f373e119fc111a8d67b464f1,外婆麵猴,23.57246,119.57467,
1098,2/23/2022 10:27:06 PM,U370db04769a7c69d7a75983f1351aa23,滷底撈-澎湖店,23.56499,119.58107,
1099,2/23/2022 10:40:54 AM,U06795aebb2d9a6ff7de3a4f5e2c24e7d,抓包．馬公分店,23.5729,119.57694,
1100,2/23/2022 11:08:20 PM,Udc2acab56b09deeed9ec2d76a1fd169e,佶肯美式漢堡炸雞,23.56354,119.56659,ChIJpVXXBaBbbDQR9NbO3ifqXR8
1102,2/23/2022 11:56:06 AM,U8793a2bb7e42885c2e17c4682d981151,澎湖伯伴手禮坊,23.57123973,119.5799884,ChIJq6qq6sBabDQRuf0h5lRLqTc
1103,2/23/2022 12:13:02 PM,U549d83ded5aae205862d9454360f140e,新巴適經典麻辣鍋,23.57179,119.57882,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
1105,2/23/2022 12:24:35 PM,U863b8cae579201d96dab41d5e002a5a3,阿鳳牛肉河粉,23.57142,119.57239,ChIJRzYoJ_1bbDQR9Mc83QLsd98
1106,2/23/2022 12:25:47 PM,U863b8cae579201d96dab41d5e002a5a3,源羊肉店,23.57158,119.57413,ChIJRzYoJ_1bbDQR9Mc83QLsd98
1108,2/23/2022 2:00:00 PM,U8793a2bb7e42885c2e17c4682d981151,澎福食品行,23.58479347,119.6631239,ChIJq6qq6sBabDQRuf0h5lRLqTc
1109,2/23/2022 2:10:12 PM,U50284f2fcdf83512e9e4968a77e2a672,澎漁宴餐廳,23.56625705,119.5690162,ChIJkUqxsIX6ZzQRxV0W0duojPU
1111,2/23/2022 2:24:13 PM,U0d5a39ecd31b0b2b63f941e2d03cb796,金醬府,23.56734,119.5729,ChIJfYyqojxbbDQRGGxepd_BnfY
1117,2/23/2022 4:27:02 PM,U8793a2bb7e42885c2e17c4682d981151,海森海聲,23.56493,119.56501,ChIJq6qq6sBabDQRuf0h5lRLqTc
1118,2/23/2022 4:30:56 PM,U8793a2bb7e42885c2e17c4682d981151,臭臉大叔?烤甜圈,23.56494,119.56494,ChIJq6qq6sBabDQRuf0h5lRLqTc
1119,2/23/2022 4:41:43 PM,Uc90a03dc5c8efd275ba07ee176e23375,天津蔥抓餅,23.57431,119.5792,ChIJGTSaq8lFbDQRjk4BwaWTEBM
1120,2/23/2022 4:52:45 PM,Ud9f189e6e4cbc8628e6994a3adc90939,嚐香聚牛肉麵,23.57425,119.57308,ChIJXcTEPjdRbDQRI7DPZYYs6Lg
1122,2/23/2022 4:54:15 PM,Uc90a03dc5c8efd275ba07ee176e23375,曾記滿福堂擔仔麵,23.57406,119.57323,ChIJGTSaq8lFbDQRjk4BwaWTEBM
1124,2/23/2022 4:58:42 PM,U954f8e628b485f2c105b7e035639650b,澎湖湯包王,23.57572,119.57479,ChIJQZrILfNabDQR9_o0RXV5yGo
1125,2/23/2022 4:59:27 PM,U954f8e628b485f2c105b7e035639650b,曾記滿福堂擔仔麵,23.57406,119.57323,ChIJQZrILfNabDQR9_o0RXV5yGo
1127,2/23/2022 5:03:25 PM,Uc90a03dc5c8efd275ba07ee176e23375,嚐香聚牛肉麵,23.57425,119.57308,ChIJGTSaq8lFbDQRjk4BwaWTEBM
1133,2/23/2022 5:30:48 PM,U3bef99915c174d00c8771be3302bef5d,典醬家,23.56933086,119.5898642,
1136,2/23/2022 5:53:38 PM,U863b8cae579201d96dab41d5e002a5a3,石滬廣場站,23.56312198,119.5648365,ChIJRzYoJ_1bbDQR9Mc83QLsd98
1139,2/23/2022 6:25:19 PM,Ue189b54140f60f6fed524e35047b7e67,老餅新料蔥油餅,23.57605,119.57486,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
1141,2/23/2022 6:35:26 PM,Ue27028025057a63c1353fc5b15c117a8,ㄇㄇ的臭豆腐,23.55258,119.61097,ChIJadvlyslabDQR8uQJ7HFjF5E
1143,2/23/2022 6:55:48 PM,Ue253a78a8c16433cdb29ea322e001705,巴適麻辣鍋,23.57185,119.58141,ChIJ9QBaz7NbbDQRjAWCAQOZ3z8
1145,2/23/2022 7:00:37 PM,U22810a86bf6c88e1580fc68bb22cc23c,奶油蝴蝶烘焙坊,23.57647,119.57387,ChIJLeqDHHOpQjQRjIgswvkjQjw
1147,2/23/2022 7:12:13 PM,U3dc4122ffdd99c7b1151c06b6570112f,拾捌度C鮮果茶飲站,23.57436,119.5795,ChIJkaAQgG5bbDQR-ckXlZIXzTQ
1150,2/23/2022 7:50:24 PM,U2a61f0c04f909838b1b52cce31614069,天津蔥抓餅,23.57431,119.5792,ChIJ913TnM1bbDQRg2WOanFw-Vs
1152,2/23/2022 7:57:39 PM,U75559c3a5e306d3cdf5a9e3dbd88febf,玻玻飲食店,23.57971,119.57924,ChIJfRyEck1bbDQRW1v231YeUP8
1153,2/23/2022 8:00:41 PM,U549d83ded5aae205862d9454360f140e,源利軒黑糖糕老店,23.56572,119.56496,ChIJzSbbCfBabDQRDQ0Pm_5kOQ4
1154,2/23/2022 8:18:02 PM,U22810a86bf6c88e1580fc68bb22cc23c,臭臉大叔?烤甜圈,23.56494,119.56494,ChIJLeqDHHOpQjQRjIgswvkjQjw
1156,2/23/2022 8:30:30 AM,U7f8cc11658910a8d1e4cbb29fdd94e25,自由塔,23.56993769,119.5713121,ChIJr0KgJuohaDQRpFvzq73WYU8
1159,2/23/2022 9:36:11 AM,U7dbb7e7ad911f44d7756f44a05463f92,秀秀蔥大餅,23.5764,119.57411,
1161,2/24/2022 1:21:02 PM,U1533b24c18a3e1f1479bdb79969431d9,巴適麻辣鍋,23.57185,119.58141,ChIJTRMp-_JabDQRUnK6SeL9Hcs
1162,2/24/2022 1:48:43 PM,U8793a2bb7e42885c2e17c4682d981151,原豆工坊咖啡專賣店,23.56409,119.56508,ChIJq6qq6sBabDQRuf0h5lRLqTc
1163,2/24/2022 1:48:46 PM,U54d5e3f6e7f2d29a5a7200b210fe4892,祥馨鮮鮮果舖,23.57336,119.57256,ChIJfRyEck1bbDQRW1v231YeUP8
